inspection_id,date,zone,equipment_name,equipment_type,health_score,status,last_maintenance_date,next_maintenance_date,anomaly_type,risk_level,temperature_reading,vibration_reading,power_consumption,estimated_lifespan_days
INS036985,2022-12-09,B区,隔音墙板,结构,87,正常,2022-07-02,2023-01-23,,低,37.0,1.14,36.8,4116
INS036986,2022-12-09,B区,电子显示屏,电气,71,正常,2022-11-05,2023-02-08,接触不良,低,43.8,2.26,60.3,1647
INS036987,2022-12-09,C区,座椅系统,结构,82,正常,2022-07-02,2023-01-08,,低,38.6,0.45,4.8,2299
INS036988,2022-12-09,C区,空调机组,暖通,66,预警,2022-10-26,2023-03-04,压缩机故障,低,42.0,3.79,80.2,1099
INS036989,2022-12-09,C区,照明系统,电气,77,正常,2022-06-19,2023-02-15,,低,53.1,3.28,50.9,1981
INS036990,2022-12-09,C区,消防喷淋,消防,84,正常,2022-10-29,2023-03-07,,低,34.7,1.55,60.1,2744
INS036991,2022-12-09,C区,监控摄像头,安防,82,正常,2022-07-31,2023-01-14,,低,31.2,1.39,24.7,1022
INS036992,2022-12-09,C区,通风管道,暖通,72,正常,2022-09-25,2023-03-07,,低,52.5,3.6,85.2,1425
INS036993,2022-12-09,C区,应急照明,电气,75,正常,2022-09-01,2023-02-16,,低,64.3,1.81,68.9,1176
INS036994,2022-12-09,C区,排水系统,结构,84,正常,2022-08-11,2023-02-15,,低,33.5,1.62,43.9,2407
INS036995,2022-12-09,C区,隔音墙板,结构,84,正常,2022-10-23,2023-02-19,,低,30.4,1.25,82.1,3873
INS036996,2022-12-09,C区,电子显示屏,电气,84,正常,2022-07-20,2023-02-08,,低,61.3,1.83,49.7,1659
INS036997,2022-12-09,VIP区,座椅系统,结构,91,正常,2022-11-04,2023-01-10,,低,24.3,0.73,23.0,3707
INS036998,2022-12-09,VIP区,空调机组,暖通,75,正常,2022-09-01,2023-01-23,,低,48.2,1.8,96.6,1408
INS036999,2022-12-09,VIP区,照明系统,电气,74,正常,2022-09-04,2023-01-23,,低,56.9,0.89,56.6,1573
INS037000,2022-12-09,VIP区,消防喷淋,消防,79,正常,2022-07-02,2023-01-16,,低,33.5,0.98,17.4,1945
INS037001,2022-12-09,VIP区,监控摄像头,安防,72,正常,2022-09-26,2023-02-25,,低,31.1,2.06,32.5,890
INS037002,2022-12-09,VIP区,电梯系统,运输,76,正常,2022-09-02,2023-01-14,,低,32.6,2.25,14.9,1241
INS037003,2022-12-09,VIP区,通风管道,暖通,69,预警,2022-09-03,2023-01-16,,低,53.0,3.57,86.2,1056
INS037004,2022-12-09,VIP区,应急照明,电气,74,正常,2022-08-29,2023-03-08,,低,40.8,2.43,29.0,1755
INS037005,2022-12-09,VIP区,排水系统,结构,82,正常,2022-09-13,2023-02-09,,低,29.1,1.9,31.6,3140
INS037006,2022-12-09,VIP区,电子显示屏,电气,74,正常,2022-09-20,2023-03-05,,低,59.4,2.62,61.1,1768
INS037007,2022-12-09,VIP区,贵宾接待系统,控制,74,正常,2022-08-29,2023-03-03,,低,30.5,2.24,15.2,1228
INS037008,2022-12-09,舞台区,液压升降台,机械,44,故障,2022-11-01,2023-02-17,轴承过热,中,61.0,4.32,12.8,364
INS037009,2022-12-09,舞台区,舞台灯光,电气,76,正常,2022-09-19,2023-01-14,,低,57.7,1.95,44.4,1174
INS037010,2022-12-09,舞台区,音响系统,电气,78,正常,2022-07-09,2023-01-24,,低,43.4,1.31,54.3,1753
INS037011,2022-12-09,舞台区,烟雾机,特效,57,预警,2022-07-25,2023-02-10,,中,32.4,2.46,37.2,444
INS037012,2022-12-09,舞台区,吊挂系统,机械,80,正常,2022-06-17,2023-02-04,,低,77.1,5.73,1.3,1107
INS037013,2022-12-09,舞台区,旋转舞台,机械,61,预警,2022-10-08,2023-02-08,,低,47.5,4.37,26.1,700
INS037014,2022-12-09,舞台区,LED地屏,电气,73,正常,2022-09-19,2023-01-16,,低,40.1,0.95,53.5,2065
INS037015,2022-12-09,舞台区,舞台幕布,结构,82,正常,2022-10-14,2023-01-18,,低,32.7,1.59,40.4,3214
INS037016,2022-12-09,舞台区,线缆卷扬机,机械,43,故障,2022-07-07,2023-03-04,,中,63.5,4.32,-5.1,457
INS037017,2022-12-09,舞台区,舞台监控,安防,79,正常,2022-07-25,2023-01-31,,低,28.1,2.02,25.3,933
INS037018,2022-12-09,灯光区,主灯阵列,电气,82,正常,2022-08-29,2023-01-12,,低,62.7,2.01,39.6,1673
INS037019,2022-12-09,灯光区,追光灯,电气,68,预警,2022-09-18,2023-02-14,,低,70.3,2.12,21.8,1411
INS037020,2022-12-09,灯光区,灯光控制台,控制,66,预警,2022-11-05,2023-02-12,,低,27.9,3.38,35.1,728
INS037021,2022-12-09,灯光区,配电柜,电气,77,正常,2022-07-16,2023-02-08,,低,40.2,2.91,57.7,1578
INS037022,2022-12-09,灯光区,散热系统,暖通,78,正常,2022-10-23,2023-01-31,,低,49.6,2.45,91.0,1111
INS037023,2022-12-09,灯光区,特效灯,电气,79,正常,2022-10-05,2023-02-10,,低,42.4,2.81,43.7,1211
INS037024,2022-12-09,灯光区,激光投影,电气,79,正常,2022-08-11,2023-02-23,,低,49.4,1.37,82.3,1899
INS037025,2022-12-09,灯光区,灯光桁架,结构,79,正常,2022-08-30,2023-02-02,,低,28.4,2.34,8.5,2297
INS037026,2022-12-09,灯光区,调光器,电气,75,正常,2022-07-10,2023-02-09,,低,60.3,2.91,54.2,1454
INS037027,2022-12-09,灯光区,信号放大器,通信,69,预警,2022-10-05,2023-01-21,,低,25.4,1.34,27.6,743
INS037028,2022-12-09,音响区,主扩音箱,电气,76,正常,2022-09-20,2023-01-23,,低,48.1,1.18,93.4,1341
INS037029,2022-12-09,音响区,低音炮阵列,电气,77,正常,2022-08-16,2023-02-22,,低,47.3,2.72,38.0,1690
INS037030,2022-12-09,音响区,调音台,控制,63,预警,2022-10-23,2023-01-30,,低,39.0,1.86,36.9,564
INS037031,2022-12-09,音响区,无线麦克风,通信,76,正常,2022-06-28,2023-01-10,频率偏移,低,39.2,2.22,31.3,610
INS037032,2022-12-09,音响区,功放系统,电气,76,正常,2022-06-20,2023-03-06,短路,低,43.4,0.57,64.0,1611
INS037033,2022-12-09,音响区,音频处理器,控制,59,预警,2022-09-21,2023-02-11,,中,42.2,0.96,29.2,931
INS037034,2022-12-09,音响区,返听音箱,电气,76,正常,2022-07-05,2023-02-22,,低,52.3,1.79,64.7,1238
INS037035,2022-12-09,音响区,信号分配器,通信,70,正常,2022-08-16,2023-01-16,,低,27.1,2.07,31.7,732
INS037036,2022-12-09,音响区,录音系统,控制,79,正常,2022-10-17,2023-02-15,,低,38.9,2.35,37.4,1250
INS037037,2022-12-09,音响区,降噪系统,电气,81,正常,2022-07-04,2023-03-08,,低,54.4,1.37,75.8,1721
INS037038,2022-12-09,安防区,视频监控,安防,74,正常,2022-07-22,2023-01-27,,低,27.7,1.25,17.8,1000
INS037039,2022-12-09,安防区,门禁系统,安防,78,正常,2022-07-03,2023-02-17,,低,30.0,1.57,25.5,1132
INS037040,2022-12-09,安防区,X光安检机,安防,74,正常,2022-09-27,2023-02-20,,低,38.2,1.8,4.7,1361
INS037041,2022-12-09,安防区,金属探测器,安防,79,正常,2022-07-06,2023-01-27,,低,27.2,1.51,29.1,894
INS037042,2022-12-09,安防区,报警系统,安防,71,正常,2022-10-01,2023-01-12,,低,27.7,1.66,16.9,1002
INS037043,2022-12-09,安防区,人脸识别终端,安防,80,正常,2022-09-28,2023-03-03,,低,33.1,1.22,23.7,1164
INS037044,2022-12-09,安防区,巡更系统,安防,76,正常,2022-07-30,2023-01-11,,低,17.9,2.19,55.1,1017
INS037045,2022-12-09,安防区,对讲系统,通信,69,预警,2022-07-22,2023-01-26,,低,25.4,1.96,-7.8,868
INS037046,2022-12-09,安防区,防入侵传感器,安防,76,正常,2022-08-08,2023-01-12,,低,35.6,1.81,44.0,1397
INS037047,2022-12-09,安防区,安防控制台,控制,72,正常,2022-07-17,2023-01-16,,低,28.3,2.02,25.4,927
INS037048,2022-12-09,消防区,火灾报警器,消防,88,正常,2022-06-21,2023-03-05,,低,20.2,0.98,16.3,1956
INS037049,2022-12-09,消防区,自动喷淋,消防,89,正常,2022-08-12,2023-02-07,,低,31.9,0.71,37.9,2031
INS037050,2022-12-09,消防区,消防水泵,机械,57,预警,2022-08-30,2023-02-19,,中,56.6,3.89,37.4,576
INS037051,2022-12-09,消防区,排烟风机,暖通,72,正常,2022-07-11,2023-02-09,,低,45.4,2.78,68.7,1210
INS037052,2022-12-09,消防区,灭火器组,消防,76,正常,2022-08-03,2023-02-26,,低,38.6,0.85,19.6,1641
INS037053,2022-12-09,消防区,气体灭火系统,消防,90,正常,2022-07-23,2023-01-23,,低,39.2,1.87,17.7,2836
INS037054,2022-12-09,消防区,消防广播,通信,64,预警,2022-08-26,2023-01-12,电池衰减,低,15.7,2.46,22.6,545
INS037055,2022-12-09,消防区,防火卷帘,结构,81,正常,2022-08-14,2023-03-05,,低,29.6,3.38,35.9,2309
INS037056,2022-12-09,消防区,消防电话,通信,69,预警,2022-10-16,2023-02-11,,低,29.1,1.05,45.7,858
INS037057,2022-12-09,消防区,应急照明,电气,76,正常,2022-06-24,2023-02-14,,低,63.6,2.51,71.7,1323
INS037058,2022-12-09,电力区,主变压器,电气,70,正常,2022-10-03,2023-01-26,,低,52.8,1.77,49.4,1247
INS037059,2022-12-09,电力区,备用发电机,机械,62,预警,2022-09-02,2023-01-21,,低,64.2,4.61,16.8,606
INS037060,2022-12-09,电力区,UPS电源,电气,77,正常,2022-06-19,2023-02-08,短路,低,61.9,0.92,71.9,2065
INS037061,2022-12-09,电力区,配电柜,电气,70,正常,2022-07-07,2023-03-02,,低,38.3,0.75,51.5,1429
INS037062,2022-12-09,电力区,电缆线路,电气,89,正常,2022-06-19,2023-02-01,,低,49.1,0.68,68.3,1720
INS037063,2022-12-09,电力区,稳压器,电气,77,正常,2022-09-20,2023-02-04,,低,43.8,2.03,67.9,1547
INS037064,2022-12-09,电力区,电容补偿柜,电气,71,正常,2022-08-17,2023-02-14,,低,52.1,1.99,31.0,1839
INS037065,2022-12-09,电力区,接地系统,电气,74,正常,2022-07-02,2023-01-12,,低,61.6,3.33,58.8,2066
INS037066,2022-12-09,电力区,电力监控,控制,70,正常,2022-09-09,2023-01-30,,低,47.1,3.52,5.3,918
INS037067,2022-12-09,电力区,柴油储罐,机械,52,预警,2022-08-16,2023-01-21,轴承过热,中,61.9,3.93,45.3,699
INS037068,2022-12-16,A区,座椅系统,结构,86,正常,2022-06-30,2023-02-28,,低,28.6,3.22,47.3,3710
INS037069,2022-12-16,A区,空调机组,暖通,64,预警,2022-08-17,2023-01-24,,低,50.7,2.75,88.7,1502
INS037070,2022-12-16,A区,照明系统,电气,80,正常,2022-10-17,2023-01-31,,低,46.0,2.41,64.8,1421
INS037071,2022-12-16,A区,消防喷淋,消防,78,正常,2022-11-06,2023-02-17,,低,27.9,4.55,17.4,2339
INS037072,2022-12-16,A区,监控摄像头,安防,72,正常,2022-07-07,2023-01-16,,低,20.3,-0.3,21.4,950
INS037073,2022-12-16,A区,通风管道,暖通,68,预警,2022-08-17,2023-02-13,,低,42.8,4.26,68.9,1259
INS037074,2022-12-16,A区,应急照明,电气,69,预警,2022-06-30,2023-01-18,,低,57.5,2.01,38.8,1084
INS037075,2022-12-16,A区,排水系统,结构,85,正常,2022-11-10,2023-02-08,,低,29.0,1.18,17.5,3934
INS037076,2022-12-16,A区,隔音墙板,结构,75,正常,2022-08-14,2023-01-28,,低,24.0,1.13,20.0,1942
INS037077,2022-12-16,A区,电子显示屏,电气,84,正常,2022-07-15,2023-03-01,,低,51.5,1.9,65.2,1516
INS037078,2022-12-16,B区,座椅系统,结构,86,正常,2022-10-08,2023-01-20,,低,23.3,1.04,36.2,2579
INS037079,2022-12-16,B区,空调机组,暖通,80,正常,2022-07-30,2023-02-05,,低,47.2,3.82,70.3,1529
INS037080,2022-12-16,B区,照明系统,电气,92,正常,2022-10-26,2023-02-21,,低,70.1,1.67,52.6,1956
INS037081,2022-12-16,B区,消防喷淋,消防,85,正常,2022-07-17,2023-01-21,,低,26.1,1.24,20.8,1735
INS037082,2022-12-16,B区,监控摄像头,安防,74,正常,2022-08-13,2023-01-27,,低,20.6,2.16,10.0,1188
INS037083,2022-12-16,B区,通风管道,暖通,69,预警,2022-11-08,2023-02-03,,低,47.4,2.6,103.5,1501
INS037084,2022-12-16,B区,应急照明,电气,84,正常,2022-08-06,2023-01-26,,低,46.7,1.87,64.9,2225
INS037085,2022-12-16,B区,排水系统,结构,84,正常,2022-07-15,2023-03-03,,低,36.2,2.0,39.4,2625
INS037086,2022-12-16,B区,隔音墙板,结构,83,正常,2022-08-01,2023-02-07,,低,22.5,1.48,32.4,2933
INS037087,2022-12-16,B区,电子显示屏,电气,78,正常,2022-11-12,2023-02-09,,低,59.1,1.72,75.0,1916
INS037088,2022-12-16,C区,座椅系统,结构,85,正常,2022-07-03,2023-03-09,,低,29.0,1.74,0.9,2213
INS037089,2022-12-16,C区,空调机组,暖通,69,预警,2022-07-05,2023-02-28,,低,41.9,3.0,64.0,986
INS037090,2022-12-16,C区,照明系统,电气,68,预警,2022-07-03,2023-01-16,,低,47.6,1.58,59.5,1537
INS037091,2022-12-16,C区,消防喷淋,消防,83,正常,2022-07-21,2023-01-22,,低,13.7,2.62,49.8,2497
INS037092,2022-12-16,C区,监控摄像头,安防,80,正常,2022-11-06,2023-02-13,,低,30.8,1.77,33.5,977
INS037093,2022-12-16,C区,通风管道,暖通,56,预警,2022-07-17,2023-03-02,,中,66.0,2.97,63.3,756
INS037094,2022-12-16,C区,应急照明,电气,71,正常,2022-10-19,2023-01-30,,低,62.5,3.35,50.1,1552
INS037095,2022-12-16,C区,排水系统,结构,88,正常,2022-10-07,2023-02-07,,低,43.8,2.05,8.4,2889
INS037096,2022-12-16,C区,隔音墙板,结构,85,正常,2022-11-04,2023-01-23,,低,45.7,2.51,5.2,2920
INS037097,2022-12-16,C区,电子显示屏,电气,73,正常,2022-07-31,2023-01-25,,低,67.9,3.08,85.2,1713
INS037098,2022-12-16,VIP区,座椅系统,结构,73,正常,2022-08-19,2023-02-11,,低,16.1,1.74,20.7,2884
INS037099,2022-12-16,VIP区,空调机组,暖通,79,正常,2022-08-14,2023-01-30,,低,45.7,2.79,87.0,1165
INS037100,2022-12-16,VIP区,照明系统,电气,68,预警,2022-07-02,2023-01-23,,低,57.2,2.66,44.0,1853
INS037101,2022-12-16,VIP区,消防喷淋,消防,80,正常,2022-08-20,2023-01-19,,低,26.2,1.36,25.5,1918
INS037102,2022-12-16,VIP区,监控摄像头,安防,71,正常,2022-07-16,2023-02-14,,低,23.6,1.01,25.9,1196
INS037103,2022-12-16,VIP区,电梯系统,运输,51,预警,2022-09-24,2023-02-08,,中,35.1,3.69,35.8,796
INS037104,2022-12-16,VIP区,通风管道,暖通,77,正常,2022-07-26,2023-03-11,,低,30.9,2.31,78.6,1438
INS037105,2022-12-16,VIP区,应急照明,电气,75,正常,2022-08-19,2023-03-02,接触不良,低,56.3,3.29,54.8,1513
INS037106,2022-12-16,VIP区,排水系统,结构,80,正常,2022-09-22,2023-03-06,,低,37.7,0.02,22.8,3707
INS037107,2022-12-16,VIP区,电子显示屏,电气,70,正常,2022-09-08,2023-02-27,,低,51.1,2.64,65.2,1910
INS037108,2022-12-16,VIP区,贵宾接待系统,控制,80,正常,2022-08-07,2023-01-17,,低,26.6,2.79,36.6,812
INS037109,2022-12-16,舞台区,液压升降台,机械,80,正常,2022-06-25,2023-01-21,,低,68.8,6.98,39.6,807
INS037110,2022-12-16,舞台区,舞台灯光,电气,68,预警,2022-07-30,2023-02-27,,低,62.8,3.14,63.5,1138
INS037111,2022-12-16,舞台区,音响系统,电气,77,正常,2022-10-16,2023-02-23,,低,61.2,3.05,50.2,1749
INS037112,2022-12-16,舞台区,烟雾机,特效,53,预警,2022-11-10,2023-02-12,,中,26.4,3.25,31.3,464
INS037113,2022-12-16,舞台区,吊挂系统,机械,75,正常,2022-11-10,2023-01-18,,低,65.6,3.7,16.1,805
INS037114,2022-12-16,舞台区,旋转舞台,机械,67,预警,2022-07-19,2023-02-14,,低,73.4,5.32,43.5,724
INS037115,2022-12-16,舞台区,LED地屏,电气,78,正常,2022-09-03,2023-02-12,,低,54.9,1.17,77.2,1896
INS037116,2022-12-16,舞台区,舞台幕布,结构,87,正常,2022-11-02,2023-02-14,,低,36.1,2.09,38.7,2767
INS037117,2022-12-16,舞台区,线缆卷扬机,机械,78,正常,2022-07-17,2023-03-02,,低,64.7,6.58,24.9,724
INS037118,2022-12-16,舞台区,舞台监控,安防,73,正常,2022-08-07,2023-02-10,,低,29.9,1.54,-1.0,1269
INS037119,2022-12-16,灯光区,主灯阵列,电气,80,正常,2022-08-06,2023-01-31,,低,66.5,2.68,43.7,1566
INS037120,2022-12-16,灯光区,追光灯,电气,79,正常,2022-08-05,2023-01-20,,低,57.0,1.01,63.2,1528
INS037121,2022-12-16,灯光区,灯光控制台,控制,79,正常,2022-06-23,2023-02-22,,低,22.1,1.71,61.9,1040
INS037122,2022-12-16,灯光区,配电柜,电气,73,正常,2022-11-08,2023-01-17,,低,54.5,1.19,81.6,1476
INS037123,2022-12-16,灯光区,散热系统,暖通,87,正常,2022-09-26,2023-01-18,,低,38.8,3.89,78.5,1812
INS037124,2022-12-16,灯光区,特效灯,电气,76,正常,2022-07-08,2023-01-23,,低,65.6,1.73,53.1,2160
INS037125,2022-12-16,灯光区,激光投影,电气,76,正常,2022-08-04,2023-02-25,,低,51.0,1.48,66.4,1961
INS037126,2022-12-16,灯光区,灯光桁架,结构,85,正常,2022-10-15,2023-02-04,,低,39.9,1.71,17.4,2403
INS037127,2022-12-16,灯光区,调光器,电气,76,正常,2022-09-29,2023-03-15,,低,52.5,1.18,69.9,1767
INS037128,2022-12-16,灯光区,信号放大器,通信,71,正常,2022-11-03,2023-02-07,,低,34.0,0.88,-1.3,807
INS037129,2022-12-16,音响区,主扩音箱,电气,66,预警,2022-09-20,2023-02-23,,低,40.8,1.55,88.3,1231
INS037130,2022-12-16,音响区,低音炮阵列,电气,76,正常,2022-08-10,2023-01-24,,低,56.4,2.72,63.2,1380
INS037131,2022-12-16,音响区,调音台,控制,84,正常,2022-10-12,2023-01-24,,低,16.1,1.22,14.0,1070
INS037132,2022-12-16,音响区,无线麦克风,通信,72,正常,2022-10-05,2023-03-03,,低,26.0,2.43,5.2,625
INS037133,2022-12-16,音响区,功放系统,电气,77,正常,2022-06-29,2023-01-18,,低,52.0,2.0,68.0,1316
INS037134,2022-12-16,音响区,音频处理器,控制,81,正常,2022-08-19,2023-02-11,,低,37.2,1.18,25.4,1058
INS037135,2022-12-16,音响区,返听音箱,电气,74,正常,2022-07-31,2023-02-21,,低,51.4,1.08,59.0,1882
INS037136,2022-12-16,音响区,信号分配器,通信,72,正常,2022-07-14,2023-03-01,,低,26.9,2.41,30.9,966
INS037137,2022-12-16,音响区,录音系统,控制,65,预警,2022-07-05,2023-01-25,,低,29.9,1.88,30.5,900
INS037138,2022-12-16,音响区,降噪系统,电气,73,正常,2022-06-20,2023-01-19,接触不良,低,40.5,1.68,41.3,1140
INS037139,2022-12-16,安防区,视频监控,安防,79,正常,2022-10-12,2023-03-09,,低,34.1,3.65,16.4,1480
INS037140,2022-12-16,安防区,门禁系统,安防,66,预警,2022-08-30,2023-02-03,,低,28.9,2.9,32.1,847
INS037141,2022-12-16,安防区,X光安检机,安防,74,正常,2022-07-22,2023-02-18,,低,24.5,1.28,37.5,1340
INS037142,2022-12-16,安防区,金属探测器,安防,72,正常,2022-08-16,2023-02-01,,低,26.1,0.28,20.7,1051
INS037143,2022-12-16,安防区,报警系统,安防,80,正常,2022-09-19,2023-02-17,,低,35.8,1.06,26.0,1281
INS037144,2022-12-16,安防区,人脸识别终端,安防,77,正常,2022-08-20,2023-02-26,,低,32.6,2.37,11.2,1272
INS037145,2022-12-16,安防区,巡更系统,安防,77,正常,2022-10-13,2023-02-17,,低,30.3,2.14,22.0,996
INS037146,2022-12-16,安防区,对讲系统,通信,70,正常,2022-08-01,2023-02-20,,低,35.8,4.04,61.4,677
INS037147,2022-12-16,安防区,防入侵传感器,安防,71,正常,2022-11-07,2023-01-21,,低,29.8,1.37,35.8,1185
INS037148,2022-12-16,安防区,安防控制台,控制,69,预警,2022-11-13,2023-03-07,,低,36.2,1.91,29.8,1057
INS037149,2022-12-16,消防区,火灾报警器,消防,88,正常,2022-11-11,2023-02-10,,低,39.1,2.85,1.8,2126
INS037150,2022-12-16,消防区,自动喷淋,消防,81,正常,2022-07-02,2023-02-27,,低,20.3,2.48,25.6,2113
INS037151,2022-12-16,消防区,消防水泵,机械,54,预警,2022-09-03,2023-01-23,轴承过热,中,62.3,5.6,27.5,561
INS037152,2022-12-16,消防区,排烟风机,暖通,55,预警,2022-07-30,2023-02-28,,中,46.2,3.45,116.9,994
INS037153,2022-12-16,消防区,灭火器组,消防,77,正常,2022-09-11,2023-02-03,,低,18.2,2.38,32.2,2086
INS037154,2022-12-16,消防区,气体灭火系统,消防,76,正常,2022-07-09,2023-02-02,,低,26.4,1.54,49.2,2047
INS037155,2022-12-16,消防区,消防广播,通信,73,正常,2022-11-16,2023-02-28,,低,19.5,1.8,23.9,983
INS037156,2022-12-16,消防区,防火卷帘,结构,85,正常,2022-10-20,2023-02-14,,低,19.4,2.22,43.5,2260
INS037157,2022-12-16,消防区,消防电话,通信,65,预警,2022-10-04,2023-02-09,,低,28.8,2.7,-19.8,739
INS037158,2022-12-16,消防区,应急照明,电气,76,正常,2022-10-18,2023-01-28,,低,53.5,2.18,80.3,1788
INS037159,2022-12-16,电力区,主变压器,电气,80,正常,2022-10-13,2023-03-14,,低,56.2,2.47,67.0,1334
INS037160,2022-12-16,电力区,备用发电机,机械,58,预警,2022-08-20,2023-03-01,,中,56.2,4.24,4.1,633
INS037161,2022-12-16,电力区,UPS电源,电气,73,正常,2022-08-08,2023-01-22,绝缘老化,低,56.9,2.14,56.9,1227
INS037162,2022-12-16,电力区,配电柜,电气,70,正常,2022-09-08,2023-02-09,短路,低,64.0,0.88,64.2,1498
INS037163,2022-12-16,电力区,电缆线路,电气,74,正常,2022-09-14,2023-01-15,,低,59.5,1.89,69.6,1355
INS037164,2022-12-16,电力区,稳压器,电气,73,正常,2022-10-30,2023-02-15,,低,54.9,2.57,61.5,1496
INS037165,2022-12-16,电力区,电容补偿柜,电气,66,预警,2022-07-29,2023-03-02,,低,62.0,0.9,76.0,1032
INS037166,2022-12-16,电力区,接地系统,电气,82,正常,2022-06-29,2023-01-25,,低,57.9,2.13,50.5,2142
INS037167,2022-12-16,电力区,电力监控,控制,64,预警,2022-08-16,2023-02-16,,低,31.2,3.16,31.2,1006
INS037168,2022-12-16,电力区,柴油储罐,机械,71,正常,2022-11-10,2023-03-15,,低,64.3,2.5,26.0,679
INS037169,2022-12-25,A区,座椅系统,结构,78,正常,2022-07-01,2023-01-30,,低,25.8,3.36,33.3,2704
INS037170,2022-12-25,A区,空调机组,暖通,68,预警,2022-11-06,2023-03-02,,低,39.4,3.48,101.0,1157
INS037171,2022-12-25,A区,照明系统,电气,82,正常,2022-10-23,2023-03-24,,低,61.7,1.93,55.7,1960
INS037172,2022-12-25,A区,消防喷淋,消防,83,正常,2022-09-03,2023-02-01,,低,30.2,2.12,20.5,1860
INS037173,2022-12-25,A区,监控摄像头,安防,69,预警,2022-07-19,2023-01-28,网络延迟,低,39.4,1.48,30.3,841
INS037174,2022-12-25,A区,通风管道,暖通,77,正常,2022-10-25,2023-01-28,制冷不足,低,44.1,2.55,89.2,1708
INS037175,2022-12-25,A区,应急照明,电气,79,正常,2022-08-14,2023-02-04,,低,63.3,3.33,66.4,1274
INS037176,2022-12-25,A区,排水系统,结构,82,正常,2022-07-03,2023-02-10,,低,31.1,2.32,56.4,3621
INS037177,2022-12-25,A区,隔音墙板,结构,87,正常,2022-10-29,2023-03-11,,低,36.5,1.96,16.3,2374
INS037178,2022-12-25,A区,电子显示屏,电气,76,正常,2022-10-11,2023-03-12,,低,39.8,-0.14,44.2,2011
INS037179,2022-12-25,B区,座椅系统,结构,79,正常,2022-07-23,2023-03-23,,低,37.9,1.79,78.8,2682
INS037180,2022-12-25,B区,空调机组,暖通,75,正常,2022-08-14,2023-03-17,,低,40.0,2.1,95.8,1654
INS037181,2022-12-25,B区,照明系统,电气,73,正常,2022-07-07,2023-02-16,,低,59.4,3.21,70.4,1508
INS037182,2022-12-25,B区,消防喷淋,消防,80,正常,2022-10-05,2023-02-12,,低,19.9,2.38,-2.1,2151
INS037183,2022-12-25,B区,监控摄像头,安防,81,正常,2022-09-22,2023-03-22,,低,27.9,2.78,21.8,1439
INS037184,2022-12-25,B区,通风管道,暖通,70,正常,2022-10-27,2023-02-06,,低,33.1,4.24,70.9,1089
INS037185,2022-12-25,B区,应急照明,电气,78,正常,2022-08-14,2023-01-27,,低,52.6,1.18,37.5,1253
INS037186,2022-12-25,B区,排水系统,结构,85,正常,2022-11-06,2023-02-01,,低,29.8,4.08,25.4,2312
INS037187,2022-12-25,B区,隔音墙板,结构,80,正常,2022-09-11,2023-01-27,,低,28.3,0.29,26.4,2170
INS037188,2022-12-25,B区,电子显示屏,电气,76,正常,2022-11-01,2023-03-16,,低,64.8,2.48,84.6,2009
INS037189,2022-12-25,C区,座椅系统,结构,85,正常,2022-09-08,2023-01-31,,低,31.2,2.19,-3.1,2597
INS037190,2022-12-25,C区,空调机组,暖通,61,预警,2022-08-09,2023-03-04,,低,50.2,3.03,94.5,1084
INS037191,2022-12-25,C区,照明系统,电气,85,正常,2022-10-09,2023-02-13,,低,44.5,2.02,81.1,1916
INS037192,2022-12-25,C区,消防喷淋,消防,81,正常,2022-08-20,2023-02-20,,低,23.9,1.73,15.6,1591
INS037193,2022-12-25,C区,监控摄像头,安防,70,正常,2022-07-13,2023-02-04,网络延迟,低,35.4,1.78,28.9,800
INS037194,2022-12-25,C区,通风管道,暖通,70,正常,2022-07-23,2023-03-06,,低,37.6,3.57,119.7,1551
INS037195,2022-12-25,C区,应急照明,电气,71,正常,2022-07-08,2023-03-07,,低,58.3,1.67,67.6,1513
INS037196,2022-12-25,C区,排水系统,结构,84,正常,2022-07-01,2023-03-08,,低,29.8,1.14,-0.4,3257
INS037197,2022-12-25,C区,隔音墙板,结构,78,正常,2022-10-06,2023-02-01,,低,26.4,2.88,25.0,2554
INS037198,2022-12-25,C区,电子显示屏,电气,83,正常,2022-11-21,2023-02-23,,低,54.3,2.45,71.7,1779
INS037199,2022-12-25,VIP区,座椅系统,结构,84,正常,2022-11-05,2023-03-20,,低,23.0,0.94,-1.9,2785
INS037200,2022-12-25,VIP区,空调机组,暖通,68,预警,2022-08-24,2023-03-18,漏水,低,43.5,2.9,88.3,1498
INS037201,2022-12-25,VIP区,照明系统,电气,81,正常,2022-08-29,2023-01-25,,低,52.2,1.36,47.2,2109
INS037202,2022-12-25,VIP区,消防喷淋,消防,81,正常,2022-10-05,2023-02-09,,低,35.9,2.09,28.1,1845
INS037203,2022-12-25,VIP区,监控摄像头,安防,72,正常,2022-10-04,2023-03-09,,低,37.0,3.4,15.5,1012
INS037204,2022-12-25,VIP区,电梯系统,运输,78,正常,2022-08-12,2023-02-02,,低,30.1,1.22,29.1,1149
INS037205,2022-12-25,VIP区,通风管道,暖通,53,预警,2022-08-12,2023-03-04,,中,45.2,4.34,87.6,1160
INS037206,2022-12-25,VIP区,应急照明,电气,75,正常,2022-10-14,2023-03-17,,低,39.9,1.43,46.5,2065
INS037207,2022-12-25,VIP区,排水系统,结构,88,正常,2022-09-07,2023-02-28,,低,25.9,1.28,25.4,3358
